"cod_isco6","Parent","txt_isco6"
42503008,22213,"Infermiere in psichiatria | Infermiera in psichiatria"
42503009,22213,"Infermiere PSI, dipl. CRS | Infermiera PSI, dipl. CRS"
42503010,22213,"Infermiere in psicogeriatria | Infermiera in psicogeriatria"
42503011,22213,"Infermiere in psicogeriatria | Infermiera in psicogeriatria"
42504001,22212,"Infermiere | Infermiera"
42504002,22212,"Infermiere di clinica | Infermiera di clinica"
42504003,22212,"Infermiere diplomato | Infermiera diplomata"
42504004,53221,"Infermiere privato | Infermiera privata"
42504005,22212,"Infermiere ai piani | Infermiera ai piani"
42504006,22213,"Infermiere di cure intense | Infermiera di cure intense"
42504007,22212,"Infermiere in cure generali, dipl. CRS | Infermiera in cure generali, dipl. CRS"
42504008,22212,"Infermiere di reparto | Infermiera di reparto"
42504009,22212,"Infermiere aziendale | Infermiera aziendale"
42504010,22213,"Infermiere specializzato in dialisi | Infermiera specializzata in dialisi"
42504011,22211,"Capo infermiere specializzato | Capo infermiera specializzata"
42504012,22211,"Infermiere-caporeparto d'ospedale | Infermiera-caporeparto d'ospedale"
42504013,22211,"Infermiere di reparto | Infermiera di reparto"
42504014,22213,"Infermiere in dialisi | Infermiera in dialisi"
42504015,22212,"Infermiere in cure generali, dipl. CRS | Infermiera in cure generali, dipl. CRS"
42504016,22212,"Infermiere, dipl. | Infermiera, dipl."
42504017,22212,"Infermiere, dipl. | Infermiera, dipl."
42504018,22212,"Infermiere della Croce rossa | Infermiera della Croce rossa"
42504019,22211,"Responsabile reparto di cure intense"
42504020,22211,"Capo infermiere | Capo infermiera"
42504021,22211,"Infermiere caporeparto | Infermiera caporeparto"
42504022,22213,"Infermiere-anestesista | Infermiera-anestesista"
42504023,22213,"Infermiere-anestesista | Infermiera-anestesista"
42504024,22212,"Infermiere di studio medico | Infermiera di studio medico"
42504025,22212,"Infermiere di reparto | Infermiera di reparto"
42504026,22213,"Infermiere di cure intense | Infermiera di cure intense"
42504027,22212,"Infermiere in cure generali, dipl. | Infermiera in cure generali, dipl."
42504028,22211,"Capo infermiere d'ospedale | Capo infermiera d'ospedale"
42504029,22211,"Capo infermiere | Capo infermiera"
42504030,22211,"Capo infermiere in anestesia | Capo infermiera in anestesia"
42504031,22213,"Infermiere in endoscopia | Infermiera in endoscopia"
42504032,22213,"Infermiere in ginecologia | Infermiera in ginecologia"
42504033,22213,"Infermiere al reparto rianimazione | Infermiera al reparto rianimazione"
42504034,22212,"Infermiere | Infermiera"
42504035,22213,"Infermiere anestesista | Infermiera anestesista"
42504036,32210,"Assistente geriatrico CC CRS | Assistente geriatrica CC CRS"
42504037,22213,"Infermiere di sala operatoria | Infermiera di sala operatoria"
42504038,22212,"Infermiere di cure generali, dipl. | Infermiera di cure generali, dipl."
42504039,22212,"Infermiere comunale | Infermiera comunale"
42504040,22212,"Infermiere | Infermiera"
42504041,22212,"Infermiere in cure generali | Infermiera in cure generali"
42504042,22213,"Infermiere specializzato in malattie diabetiche | Infermiera specializzata in malattie diabetiche"
42504043,22213,"Infermiere di sala operatoria | Infermiera di sala operatoria"
42504047,22213,"Infermiere strumentista | Infermiera strumentista"
42504048,22212,"Infermiere di notte | Infermiera di notte"
42504049,22211,"Sostituto della capo-infermiera anestesista | Sostituta della capo-infermiera anestesista"
42504050,22212,"Infermiere di farmacia | Infermiera di farmacia"
42504051,22212,"Infermiere di cure generali, dipl. | Infermiera di cure generali, dipl."
42504052,22213,"Infermiere in geriatria | Infermiera in geriatria"
42504053,22213,"Infermiere in oftalmologia | Infermiera in oftalmologia"
42504054,32210,"Allieva infermiera"
42504055,22213,"Infermiere strumentista | Infermiera strumentista"
42504056,22212,"Infermiere CIG, dipl. CRS | Infermiera CIG, dipl. CRS"
42504057,22212,"Infermiere, diploma livello I | Infermiera, diploma livello I"
42504058,22212,"Infermiere, diploma livello II | Infermiera, diploma livello II"
42504059,32210,"Assistente geriatrico, CC CRS | Assistente geriatrica, CC CRS"
42504060,22211,"Capo reparto (ospedale)"
42504061,22212,"Infermiere in cure generali | Infermiera in cure generali"
42504062,22212,"Infermiere in cure generali | Infermiera in cure generali"
42504063,22212,"Infermiere, diploma livello I, CRS | Infermiera, diploma livello I, CRS"
42504064,22212,"Infermiere, diploma livello II, CRS | Infermiera, diploma livello II, CRS"
42504065,22213,"Infermiere alle emergenze | Infermiera alle emergenze"
42504066,22212,"Infermiere d'ospedale | Infermiera d'ospedale"
42504067,22212,"Infermiere CIG, dipl. CRS | Infermiera CIG, dipl. CRS"
42504068,22212,"Infermiere, diploma livello I | Infermiera, diploma livello I"
42504069,22212,"Infermiere, diploma livello II | Infermiera, diploma livello II"
42504070,22212,"Infermiere militare | Infermiera militare"
42504071,3100,"Capoinfermiere militare | Capoinfermiera militare"
42504072,22213,"Infermiere di sala operatoria | Infermiera di sala operatoria"
42504073,22212,"Infermiere di mediazione | Infermiera di mediazione"
42504074,22212,"Infermiere | Infermiera"
42504075,22212,"Infermiere igienista | Infermiera igienista"
42504076,32590,"Flebotomista"
42504077,22213,"Infermiere in oncologia | Infermiera in oncologia"
42504078,22212,"Infermiere, diploma CRS | Infermiera, diploma CRS"
42504079,22212,"Infermiere SUP | Infermiera SUP"
42504080,22213,"Esperto in salute e cure infermieristiche SUP | Esperta in salute e cure infermieristiche SUP"
42504081,22212,"Infermiere SSS | Infermiera SSS"
42504082,22213,"Esperto in cure urgenti diplomato SSS | Esperta in cure urgenti diplomata SSS"
42504083,22213,"Infermiere in cure palliative | Infermiera in cure palliative"
42504084,22213,"Esperto in lesioni | Esperta in lesioni"
42504085,22213,"Specialista in lesioni"
42504086,22213,"Infermiere di ricerca | Infermiera di ricerca"
42504087,22213,"Infermiere di ricerca | Study nurse"
42504088,22213,"Enterostomaterapista"
42504089,53210,"Infermiere ingessatore | Infermiera ingessatrice"
42504090,22212,"Infermiere in cure di lungodegenti | Infermiera in cure di lungodegenti"
42504091,22212,"Infermiere CIG | Infermiera CIG"
42504092,22213,"Assistente specializzato in cure di lungodegenza e assistenza APF | Assistente specializzata in cure di lungodegenza e assistenza APF"
42505001,53210,"Ausiliario d'ospedale | Ausiliaria d'ospedale"
42505002,53210,"Ausiliario d'ospedale | Ausiliaria d'ospedale"
42505003,53210,"Aiuto infermiere | Aiuto infermiera"
42505004,53210,"Aiuto infermiere | Aiuto infermiera"
42505005,53210,"Aiuto infermiere | Aiuto infermiera"
42505006,53210,"Aiuto infermiere | Aiuto infermiera"
42505007,53210,"Impiegato di reparto medico | Impiegata di reparto medico"
42505008,53210,"Aiuto di sala operatoria"
42505010,53210,"Collaboratore sanitario | Collaboratrice sanitaria"
42505011,53210,"Aiuto in cure ginecologiche"
42505012,53210,"Aiuto infermiere | Aiuto infermiera"
42505013,53210,"Assistente d'ospedale"
42505015,53210,"Assistente di cura"
42505016,53210,"Assistente di cura CRS"
42505017,53210,"Assistente alle emergenze"
42506001,22212,"Infermiere visitatore | Infermiera visitatrice"
42506002,22212,"Infermiere di cure a domicilio | Infermiera di cure a domicilio"
42506003,22212,"Infermiere di salute pubblica | Infermiera di salute pubblica"
42506004,22212,"Infermiere SID | Infermiera SID"
42506005,53221,"Custode d'ospedale"
42506006,22212,"Infermiere comunale | Infermiera comunale"
42506008,22212,"Infermiere visitatore | Infermiera visitatrice"
42506009,53210,"Infermiere di istituto | Infermiera di istituto"
42506010,53221,"Infermiere di cure a domicilio | Infermiera di cure a domicilio"
42506011,13420,"Gestore del personale di cure a domicilio | Gestora del personale di cure a domicilio"
42506012,53221,"Aiuto domiciliare"
42506013,53221,"Infermiere di cure a domicilio | Infermiera di cure a domicilio"
42506014,53221,"Infermiere di cure a domicilio | Infermiera di cure a domicilio"
42506015,53221,"Aiuto familiare dipl."
42506016,53221,"Infermiere in cure domiciliari | Infermiera in cure domiciliari"
42506017,53221,"Aiuto domiciliare"
42506018,53221,"Infermiere privato | Infermiera privata"
42506019,53221,"Infermiere privato | Infermiera privata"
42506020,22212,"Infermiere di salute pubblica | Infermiera di salute pubblica"
42506021,22211,"Infermiere di salute pubblica SK Sarnen | Infermiera di salute pubblica SK Sarnen"
42506022,22212,"Infermiere di salute pubblica, dipl. CRS | Infermiera di salute pubblica, dipl. CRS"
42506023,53221,"Aiuto familiare"
42506024,22212,"Infermiere di salute pubblica, dipl. CRS | Infermiera di salute pubblica, dipl. CRS"
42506025,53221,"Aiuto domiciliare (spitex)"
42506026,13420,"Direttore servizi d'assistenza e di cure a domicilio (spitex) | Direttrice servizi d'assistenza e di cure a domicilio (spitex)"
42507001,32580,"Samaritano | Samaritana"
42507002,32580,"Soccorritore | Soccorritrice"
42507003,32580,"Aiuto samaritano | Aiuto samaritana"
42507004,22213,"Infermiere specializzato in dietetica | Infermiera specializzata in dietetica"
42507005,53210,"Assistente di cura per andicappati"
42507006,53210,"Crocerossino | Crocerossina"
42507007,22211,"Capo servizio cure"
42507008,22211,"Capo servizio cure"
42507009,22211,"Capo servizio cure infermieristiche"
42507010,32580,"Impiegato sanitario | Impiegata sanitaria"
42507011,32580,"Aggiunto sanitario | Aggiunta sanitaria"
42507012,22211,"Gestore del personale di cure infermieristiche | Gestora del personale di cure infermieristiche"
42507013,32580,"Impiegato servizio di soccorso | Impiegata servizio di soccorso"
42507014,32580,"Samaritano aziendale | Samaritana aziendale"
42507015,32580,"Samaritano | Samaritana"
42507016,53210,"Assistente alla cura dei malati"
42507017,53210,"Ausiliario della Croce Rossa | Ausiliaria della Croce Rossa"
42507018,32580,"Soccorritore professionale | Soccorritrice professionale"
42507019,53210,"Aiuto infermiere della Croce Rossa | Aiuto infermiera della Croce Rossa"
42507020,22213,"Infermiere-consulente in igiene materna e puericultura | Infermiera-consulente in igiene materna e puericultura"
42507021,32580,"Agente della polizia sanitaria"
42507022,83220,"Autista d'ambulanza"
42507023,32580,"Soccorritore professionale | Soccorritrice professionale"
42507024,32580,"Milite sanitario | Milite sanitaria"
42507026,32590,"Impiegato servizio sanitario | Impiegata servizio sanitario"
42507027,32580,"Sanitario aziendale | Sanitaria aziendale"
42507028,22213,"Infermiere dietista | Infermiera dietista"
42507031,22211,"Infermiere-caporeparto | Infermiera-caporeparto"
42507032,83220,"Aiuto soccoritore d'ambulanza | Aiuto soccoritrice d'ambulanza"
42507033,32590,"Consulente SIDA"
42507034,22212,"Infermiere-consulente | Infermiera-consulente"
42507035,32530,"Consulente in salute pubblica"
42507036,53210,"Ausiliario d'ospedale CRS | Ausiliaria d'ospedale CRS"
42507037,53210,"Assistente di cura alle persone anziane"
42507038,53210,"Infermiere a domicilio per andicappati | Infermiera a domicilio per andicappati"
42507039,13490,"Capo servizio inalazioni"
42507040,32580,"Soccorritore professionale | Soccorritrice professionale"
42507041,32580,"Barelliere-samaritano | Barelliera-samaritana"
42507042,22213,"Infermiere dietista | Infermiera dietista"
42507043,83220,"Conducente di ambulanze"
42507044,22213,"Infermiere-consulente in igiene materna e puericultura | Infermiera-consulente in igiene materna e puericultura"
42507045,53210,"Assistente in geriatria"
42507046,53210,"Assistente ai malati"
42507047,32580,"Capo servizio salvataggio"
42507048,32580,"Samaritano aziendale | Samaritana aziendale"
42507049,53210,"Assistente di cura ai bagni"
42507050,22213,"Responsabile reparto ingessatura (ospedale)"
42507051,32580,"Specialista del servizio piste e soccorso APF"
42507052,22213,"Esperto in cure infermieristiche | Esperta in cure infermieristiche"
42507053,32580,"Specialista del servizio piste e soccorso"
42507054,32580,"Soccorritore, dipl. CRS | Soccorritrice, dipl. CRS"
42507055,32210,"Incaricato d'assistenza medica | Incaricata d'assistenza medica"
42507056,26350,"Consulente in aiuto, prevenzione e trattamento delle dipendenze"
42507057,26350,"Consulente in tossicodipendenza"
42507058,32530,"Assistente sanitario | Assistente sanitaria"
42507059,13420,"Direttore centro di trasfusione | Direttrice centro di trasfusione"
42507060,53221,"Collaboratore d'assistenza e di cure a domicilio (spitex) | Collaboratrice d'assistenza e di cure a domicilio (spitex)"
42507061,53221,"Impiegato d'assistenza e di cure a domicilio (spitex) | Impiegata d'assistenza e di cure a domicilio (spitex)"
42507062,53221,"Aiuto di cure a domicilio (spitex)"
42507063,32210,"Operatore sociosanitario | Operatrice sociosanitaria"
42507064,32220,"Consulente per l'allattamento"
42507065,32580,"Ausiliario di trasporto/barelliere | Ausiliaria di trasporto/barelliera"
42507066,32580,"Responsabile servizio ambulanze"
42507067,22213,"Studioso in scienze infermieristiche | Studiosa in scienze infermieristiche"
42507068,32210,"Operatore socio-sanitario CRS | Operatrice socio-sanitaria CRS"
42507069,22212,"Master of Nursing Sciences"
42507070,32210,"Addetto alle cure sociosanitarie CFP | Addetta alle cure sociosanitarie CFP"
42507071,32590,"Consulente in disturbi delle respirazione e tuberculosi APF"
42507072,32580,"Soccorritore SSS | Soccorritrice SSS"
42507073,32210,"Operatore sociosanitario AFC | Operatrice sociosanitaria AFC"
42507074,32580,"Soccorritore ausiliario d'ambulanza APF | Soccorritrice ausiliaria d'ambulanza APF"
42507075,32570,"Esperto nella prevenzione delle infezioni associate alle cure EPS | Esperta nella prevenzione delle infezioni associate alle cure EPS"
42507076,32570,"Consulente per la prevenzione delle infezioni e dell'igiene ospedaliera"
42507077,32220,"Consulente nel portare i bambini"
42507078,32220,"Consulente all'allattamento"
42507079,32580,"Soccorritore di montagna | Soccorritrice di montagna"
42507080,32590,"Coordinatore delle operazioni/gerente sala operatoria | Coordinatrice delle operazioni/gerente sala operatoria"
42507081,32580,"Soccorritore d'ambulanza | Soccorritrice d'ambulanza"
42507082,54190,"Nuotatore di salvataggio | Nuotatrice di salvataggio"
42507083,53210,"Badante"
43101001,26350,"Assistente sociale"
43101002,26350,"Assistente sociale"
43101003,34120,"Assistente sociale per minori"
43101004,34120,"Assistente sociale aziendale"
43101005,34120,"Agente della Croce-Blù"
43101006,34120,"Assistente sociale per minori"
43101007,34120,"Assistente sociale per neonati"
43101008,34120,"Assistente sociale (lotta e prevenzione contra l'alcolismo)"
43101009,34120,"Assistente sociale d'ospedale"
43101010,34120,"Assistente sociale di fabbrica"
43101011,34120,"Assistente sociale di pupilli"
43101012,34120,"Assistente sociale di penitenziario"
43101013,34120,"Assistente sociale familiare"
43101014,34120,"Assistente sociale dei poveri"
43101015,34120,"Assistente sociale per reumatici"
43101016,34120,"Assistente sociale del personale"
43101017,34120,"Assistente sociale per ipovedenti"
43101018,34120,"Assistente sociale per sordomuti"
43101019,34120,"Assistente sociale per tubercolotici"
43101020,34110,"Impiegato di patronato | Impiegata di patronato"
43101021,34120,"Ispettore dell'assistenza pubblica | Ispettrice dell'assistenza pubblica"
43101022,34120,"Impiegato del ambito sociale | Impiegata del ambito sociale"
43101023,34120,"Aiuto sociale"
43101024,34120,"Collaboratore sociale | Collaboratrice sociale"
43101025,34120,"Assistente sociale della gioventù"
43101026,34120,"Assistente sociale dei giovani"
43101027,26350,"Assistente sociale"
43101028,34120,"Lavorante sociale"
43101029,26340,"Consulente familiare"
43101030,34120,"Assistente sociale per tossicomani"
43101031,26350,"Assistente sociale parrocchiale"
43101032,34120,"Consulente sociale"
43101033,34120,"Socioterapista"
43101034,22690,"Terapista per tossicomani"
43101036,34120,"Consulente sociale"
43101037,26350,"Assistente sociale dipl."
43101038,32590,"Consulente di pianificazione familiare"
43101039,26340,"Consulente coniugale e familiare"
43101040,34120,"Terapista sociale"
43101041,32590,"Consulente in pianificazione familiare"
43101042,34120,"Amministratore sociale | Amministratrice sociale"
43101044,26350,"Assistente sociale"
43101045,34120,"Assistente al servizio rifugiati"
43101046,26350,"Investigatore sociale | Investigatrice sociale"
43101047,26350,"Assistente sociale SUP"
43101048,26350,"Operatore sociale SUP | Operatrice sociale SUP"
43101049,26350,"Specialista della migrazione APF"
43101050,34120,"Accompagnatore sociale APF | Accompagnatrice sociale APF"
43101051,26350,"Assistente sociale scolastico | Assistente sociale scolastica"
43101052,26350,"Operatore di strada (streetworker) | Operatrice di strada (streetworker)"
43101053,26350,"Operatore di prossimità (streetworker) | Operatrice di prossimità (streetworker)"
43101054,34120,"Consulente in ambito psicosociale, dipl. EPS"
43102001,34120,"Educatore specializzato, CSEES | Educatrice specializzata, CSEES"
43102002,23420,"Educatore di asilo nido | Educatrice di asilo nido"
43102003,23420,"Educatore della prima infanzia | Educatrice della prima infanzia"
43102004,53120,"Prefetto agli studi | Prefetta agli studi"
43102005,34120,"Educatore d'istituto | Educatrice d'istituto"
43102006,34120,"Pedagogo sociale | Pedagoga sociale"
43102007,23420,"Educatore della prima infanzia | Educatrice della prima infanzia"
43102008,34120,"Assistente educatore | Assistente educatrice"
43102009,23520,"Educatore per andicappati | Educatrice per andicappati"
43102010,34120,"Educatore al lavoro | Educatrice al lavoro"
43102011,34120,"Responsabile all'educazione"
43102012,53220,"Aiuto educatore | Aiuto educatrice"
43102013,34120,"Educatore specializzato (pedagogo sociale) | Educatrice specializzata (pedagoga sociale)"
43102014,23420,"Educatore di asilo nido | Educatrice di asilo nido"
43102015,23420,"Educatore di foyer per bambini | Educatrice di foyer per bambini"
43102016,23520,"Educatore per persone andicappate | Educatrice per persone andicappate"
43102017,34120,"Educatore al lavoro | Educatrice al lavoro"
43102018,34120,"Educatore alla salute | Educatrice alla salute"
43102019,34120,"Educatore d'istituto | Educatrice d'istituto"
43102020,23520,"Educatore per andicappati mentali | Educatrice per andicappati mentali"
43102021,34120,"Educatore | Educatrice"
43102022,34120,"Educatore di internato | Educatrice di internato"
43102023,34120,"Educatore di foyer per giovani | Educatrice di foyer per giovani"
43102025,34120,"Educatore responsabile | Educatrice responsabile"
43102026,23590,"Direttore dei corsi (formazione) | Direttrice dei corsi (formazione)"
43102027,23520,"Educatore per andicappati mentali | Educatrice per andicappati mentali"
43102028,34120,"Educatore sociale SUP | Educatrice sociale SUP"
43102029,23420,"Educatore dell'infanzia SSS | Educatrice dell'infanzia SSS"
43102030,34120,"Educatore sociale SSS | Educatrice sociale SSS"
43103001,13400,"Direttore d'istituto sociale | Direttrice d'istituto sociale"
43103002,13410,"Direttore di asilo nido | Direttrice di asilo nido"
43103003,13410,"Direttore di asilo nido | Direttrice di asilo nido"
43103004,13410,"Direttore di asilo nido | Direttrice di asilo nido"
43103005,13410,"Direttore di nido d'infanzia | Direttrice di nido d'infanzia"
43103006,13400,"Direttore di istituto | Direttrice di istituto"
43103007,13430,"Amministratore di casa per anziani | Amministratrice di casa per anziani"
43103008,34120,"Animatore servizio mamme-diurne | Animatrice servizio mamme-diurne"
43103009,13440,"Capo di istituto per andicappati"
43103010,13440,"Capo laboratorio protetto"
43103011,13400,"Sostituto del direttore di istituto | Sostituta del direttore di istituto"
43103012,13400,"Direttore di istituto | Direttrice di istituto"
43103015,14110,"Responsabile di ostello per la gioventù"
43103016,13410,"Direttore di ospizio per bambini | Direttrice di ospizio per bambini"
43103017,13400,"Responsabile di istituto"
43103018,14110,"Gerente di ostello per la gioventù"
43103019,13400,"Direttore d'istituto sociale | Direttrice d'istituto sociale"
43103020,34120,"Responsabile di convalescenziario"
43103021,13410,"Direttore d'orfanatrofio | Direttrice d'orfanatrofio"
43103022,13400,"Direttore d'istituto | Direttrice d'istituto"
43103024,34120,"Responsabile giovanile"
43103025,34120,"Direttore di centro culturale, animatore socio-culturale | Direttrice di centro culturale, animatrice socio-culturale"
43103026,13440,"Maestro socioprofessionale, responsabile d'officine per andicappati | Maestra socioprofessionale, responsabile d'officine per andicappati"
43103027,13410,"Direttore di asilo nido | Direttrice di asilo nido"
43103028,53110,"Padre diurno | Madre diurna"
43103029,13440,"Responsabile di laboratorio protetto"
43103030,13440,"Direttore di laboratorio per andicappati | Direttrice di laboratorio per andicappati"
43103031,13400,"Responsabile d'istituto"
43103032,13400,"Direttore d'istituto | Direttrice d'istituto"
43103033,53110,"Papà a domicilio | Mamma a domicilio"
43103034,13400,"Direttore d'istituzione sociale, dipl. EPS | Direttrice d'istituzione sociale, dipl. EPS"
43103035,13440,"Responsabile di comunità abitativa"
43103036,13440,"Direttore di pensionato | Direttrice di pensionato"
43103037,53110,"Papà diurno | Mamma diurna"
43103038,34120,"Conduttore di laboratorio sociopedagogico SSS | Conduttrice di laboratorio sociopedagogico SSS"
43103039,13400,"Direttore d'istituzione sociale e sociosanitaria, dipl. EPS | Direttrice d'istituzione sociale e sociosanitaria, dipl. EPS"
43103040,13410,"Direttore d'istituzione dell'infanzia SSS | Direttrice d'istituzione dell'infanzia SSS"
43103041,13440,"Responsabile di centro ricreativo per i giovani"
43103042,13410,"Direttore di nido d'infanzia | Direttrice di nido d'infanzia"
43103043,13440,"Responsabile di casa per donne maltrattate"
43103044,13440,"Responsabile di ""maison verte"" (centro bambini e genitori)"
43103045,13410,"Responsabile di asilo nido"
43104001,34120,"Salutista"
43104002,53110,"Assistente di foyer per bambini"
43104003,53222,"Assistente accompagnatore | Assistente accompagnatrice"
43104004,53222,"Assistente alle persone anziane"
43104005,53221,"Assistente per anziani, cure a domicilio"
43104006,34120,"Assistente asilanti"
43104007,53110,"Assistente di bambini malati"
43104008,53110,"Assistente infantile"
43104009,53110,"Bambinaio | Bambinaia"
43104010,53110,"Assistente di asilo nido"
43104011,34120,"Intermediario per aiuto domiciliari alle persone anziane | Intermediaria per aiuto domiciliari alle persone anziane"
43104012,51120,"Assistente sociale di stazione FFS"
43104013,34120,"Animatore per persone anziane | Animatrice per persone anziane"
43104014,34120,"Assistente al servizio dei disoccupati"
43104015,34120,"Assistente del lavoro"
43104016,26350,"Assistente sociale al servizio penale"
43104017,53210,"Assistente alle persone anziane"
43104018,34120,"Collaboratore nell'aiuto allo sviluppo | Collaboratrice nell'aiuto allo sviluppo"
43104019,53210,"Impiegato di casa per anziani | Impiegata di casa per anziani"
43104020,53110,"Aiuto in foyer per bambini"
43104021,34120,"Assistente dei rifugiati"
43104022,53110,"Bambinaio | Bambinaia"
43104023,53222,"Monitore per ipovedenti | Monitrice per ipovedenti"
43104024,53110,"Ausiliario di asilo nido | Ausiliaria di asilo nido"
43104025,33410,"Supervisore | Supervisora"
43104026,34120,"Collaboratore nell'aiuto allo sviluppo | Collaboratrice nell'aiuto allo sviluppo"
43104027,34120,"Assistente comunale"
43104028,34120,"Assistente sociale comunale"
43104029,31220,"Maestro socioprofessionale | Maestra socioprofessionale"
43104030,53210,"Impiegato di casa di cure | Impiegata di casa di cure"
43104031,53110,"Ausiliario in foyer per bambini | Ausiliaria in foyer per bambini"
43104032,53222,"Assistente domiciliare (servizio sociale)"
43104033,34120,"Animatore sistema di vita | Animatrice sistema di vita"
43104035,34120,"Soldato dell'Esercito della Salvezza | Soldata dell'Esercito della Salvezza"
43104036,34120,"Assistente familiare"
43104037,53222,"Assistente per andicappati"
43104038,53222,"Monitore per ipovedenti | Monitrice per ipovedenti"
43104039,53110,"Collaboratore di asilo infantile | Collaboratrice di asilo infantile"
43104040,53110,"Aiuto d'asilo nido"
43104041,53222,"Accompagnatore di ipovedenti | Accompagnatrice di ipovedenti"
43104043,53222,"Accompagnatore | Accompagnatrice"
43104044,13440,"Responsabile di comunità familiare"
43104045,34120,"Animatore di istituto | Animatrice di istituto"
43104046,53222,"Accompagnatore di persone anziane | Accompagnatrice di persone anziane"
43104047,53210,"Ausiliario di casa per anziani | Ausiliaria di casa per anziani"
43104048,53210,"Ausiliario d'istituto sociale | Ausiliaria d'istituto sociale"
43104049,53110,"Assistente di istituto per bambini"
43104051,34120,"Consulente famigliare"
43104052,53110,"Vigilatore di bambini | Vigilatrice di bambini"
43104053,26350,"Consulente matrimoniale"
43104054,26340,"Terapista familiare"
43104055,11140,"Responsabile di opera sociale"
43104056,26350,"Consulente dei minori"
43104057,53222,"Impiegato di istituto a domicilio, servizio sociale | Impiegata di istituto a domicilio, servizio sociale"
43104058,53210,"Aiuto in laboratorio protetto"
43104059,53222,"Assistente per andicappati"
43104060,53222,"Assistente andicappati"
43104061,53210,"Aiuto d'istituto"
43104062,53210,"Ausiliario d'ospizio | Ausiliaria d'ospizio"
43104063,53210,"Impiegato di casa per anziani | Impiegata di casa per anziani"
43104064,23510,"Consulente agli studi"
43104065,53120,"Precettore | Precettrice"
43104066,53110,"Collaboratore di asilo nido | Collaboratrice di asilo nido"
43104067,34120,"Assistente di comunità abitativa"
43104068,53210,"Ausiliario di istituto | Ausiliaria di istituto"
43104069,34120,"Commissario dell'Esercito della Salvezza | Commissaria dell'Esercito della Salvezza"
43104070,34120,"Ufficiale dell'Esercito della Salvezza"
43104071,53222,"Assistente per andicappati"
43104072,34120,"Animatore culturale | Animatrice culturale"
43104073,53110,"Babysitter"
43104074,34120,"Animatore socio-culturale | Animatrice socio-culturale"
43104075,34120,"Animatore in rapporti interpersonali | Animatrice in rapporti interpersonali"
43104076,53210,"Aiuto bagnino in stabilimento di cure termali | Aiuto bagnina in stabilimento di cure termali"
43104077,53290,"Impiegato di istituto | Impiegata di istituto"
43104078,42220,"Consulente telefonico | Consulente telefonica"
43104079,13440,"Direttore di comunità | Direttrice di comunità"
43104080,34120,"Animatore socio-culturale | Animatrice socio-culturale"
43104081,53222,"Assistente geriatrico | Assistente geriatrica"
43104082,26340,"Terapeuta di coppia"
43104083,26340,"Terapeuta di coppia e famiglia"
43104084,34120,"Operatore socioassistenziale | Operatrice socioassistenziale"
43104085,53290,"Sorvegliante di pranzi"
43104086,53222,"Accompagnatore | Accompagnatrice"
43104087,34120,"Animatore giovanile | Animatrice giovanile"
43104088,53222,"Assistente socio-educativo | Assistente socio-educativa"
43104089,53110,"Impiegato di struttura di custodia (per scolari) | Impiegata di struttura di custodia (per scolari)"
43104090,32220,"Consulente in igiene materna"
43104091,53222,"Accompagnatore nella biografia | Accompagnatrice nella biografia"
43104092,53290,"Impiegato d'ospizio | Impiegata d'ospizio"
43104093,53110,"Nurse, bambinaia"
43104094,34120,"Case Manager (ramo psicosociale)"
43104095,34120,"Animatore socio-culturale SUP | Animatrice socio-culturale SUP"
43104096,53222,"Accompagnatore di malati nella fase terminale | Accompagnatrice di malati nella fase terminale"
43104097,34120,"Coordinatore della riabilitazione | Coordinatrice della riabilitazione"
43104098,34120,"Accompagnatore socioprofessionale, dipl. EPS | Accompagnatrice socioprofessionale, dipl. EPS"
43104099,53222,"Operatore socioassistenziale AFC | Operatrice socioassistenziale AFC"
43104100,53222,"Operatore socioassistenziale AFC, assistenza agli handicappati | Operatrice socioassistenziale AFC, assistenza agli handicappati"
43104101,53222,"Operatore socioassistenziale AFC, assistenza agli anziani | Operatrice socioassistenziale AFC, assistenza agli anziani"
43104102,53110,"Operatore socioassistenziale AFC, assistenza all'infanzia | Operatrice socioassistenziale AFC, assistenza all'infanzia"
43104103,53222,"Operatore socioassistenziale AFC, formazione generica | Operatrice socioassistenziale AFC, formazione generica"
43104104,53222,"Operatore socioassistenziale | Operatrice socioassistenziale"
43104105,53110,"Animatore extrascolastico | Animatrice extrascolastica"
43104106,53222,"Accompagnatore (alla guarigione) di persone colpite di malattia mentale | Accompagnatrice (alla guarigione) di persone colpite di malattia mentale"
43104107,34120,"Specialista dell'integrazione professionale e sociale"
43104108,34120,"Consulente ritorno"
43104109,53222,"Accompagnatore di persone anziane | Accompagnatrice di persone anziane"
43104110,24240,"Supervisore-Coach, dipl. EPS | Supervisora-Coach, dipl. EPS"
43104111,24230,"Mentore aziendale APF"
43104112,34120,"Consulente del lutto"
43201001,26360,"Dr. theol."
43201002,26360,"Curato d'istituto | Curata d'istituto"
43201003,26360,"Canonico"
43201004,26360,"Lic. theol."
43201005,26360,"Prete regolare"
43201006,26360,"Cappellano"
43201007,26360,"Dipl. in scienze ecumeniche"
43201008,26360,"Pastore (ministri di culto non cattolici) | Pastora (ministri di culto non cattolici)"
43201009,26360,"Cappellano di istituto | Cappellana di istituto"
43201010,26360,"Dottore in teologia | Dottoressa in teologia"
43201011,26360,"Teologo | Teologa"
